Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
P159_01N_B4040,NB01 Lady Selborne Pedestrian Bridge,Bridge,Bridge,10/8/2012,01N,P159,4.28,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2.00,750.00,L,1500.00,2,4,4,267.00,1
P159_01N_B4040,NB01 Lady Selborne Pedestrian Bridge,Bridge,Bridge,10/8/2012,01N,P159,4.28,6/30/2022,11. Parapet, 458. New/repair steel railing,S6,2.00,3100.00,m,6200.00,2,4,4,65.00,3
P159_01N_B4040,NB01 Lady Selborne Pedestrian Bridge,Bridge,Bridge,10/8/2012,01N,P159,4.28,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,50.00,80.00,m2,4000.00,2,4,4,100.00,3
P159_01N_B4040,NB01 Lady Selborne Pedestrian Bridge,Bridge,Bridge,10/8/2012,01N,P159,4.28,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,60.00,950.00,m,57000.00,3,4,9,16.00,3
P159_01N_B4040,NB01 Lady Selborne Pedestrian Bridge,Bridge,Bridge,10/8/2012,01N,P159,4.28,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),P3,1.00,3830.00,No,3830.00,2,4,4,104.00,2
P16_01N_B397,Thorndale Bridge 397,Bridge,Bridge,10/4/2012,01N,P16,37.40,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,12.00,950.00,m,11400.00,4,4,16,140.00,1
P16_01N_B397,Thorndale Bridge 397,Bridge,Bridge,10/4/2012,01N,P16,37.40,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,4.00,630.00,No,2520.00,3,4,16,635.00,1
P16_01N_B397,Thorndale Bridge 397,Bridge,Bridge,10/4/2012,01N,P16,37.40,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,10.00,750.00,L,7500.00,1,1,4,53.00,3
P16_01N_B397,Thorndale Bridge 397,Bridge,Bridge,10/4/2012,01N,P16,37.40,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,12.00,750.00,L,9000.00,3,4,4,44.00,3
P16_01N_B397,Thorndale Bridge 397,Bridge,Bridge,10/4/2012,01N,P16,37.40,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2.00,750.00,m,1500.00,3,4,4,267.00,1
P16_01N_IDC0694,Tibutory to Wonderfonteinspruit,Major Culvert,Culvert Major,10/16/2012,01N,P16,2.80,6/30/2022,02. Wing / Ret / Head Walls, 953. Ad-hoc item (describe under Remarks),E1,2.00,1080.00,No,2160.00,4,4,9,417.00,1
P16_01N_IDC0694,Tibutory to Wonderfonteinspruit,Major Culvert,Culvert Major,10/16/2012,01N,P16,2.80,6/30/2022,04. Embankment/s, 953. Ad-hoc item (describe under Remarks),E1,2.00,1080.00,No,2160.00,4,4,9,417.00,1
P156_02N_IDC1327,Drainage,Major Culvert,Culvert Major,10/14/2012,02N,P156,6.21,6/30/2022,06. Road Slabs, 503. Resurface or patch asphalt,AC,64.00,750.00,m2,48000.00,1,1,0,0.00,3
P158_01N_B2301,Edward Rd Bridge at km12.18,Bridge,Bridge,11/8/2012,01N,P158,12.18,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
P158_01N_B2301,Edward Rd Bridge at km12.18,Bridge,Bridge,11/8/2012,01N,P158,12.18,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,5.00,750.00,L,3750.00,3,4,9,240.00,1
P158_01N_B2301,Edward Rd Bridge at km12.18,Bridge,Bridge,11/8/2012,01N,P158,12.18,6/30/2022,08. Surfacing, 207. Clear debris,BU,3.00,750.00,m3,2250.00,1,1,1,44.00,3
P158_01N_B2301,Edward Rd Bridge at km12.18,Bridge,Bridge,11/8/2012,01N,P158,12.18,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2.00,750.00,L,1500.00,1,1,1,67.00,3
P158_01N_B2301,Edward Rd Bridge at km12.18,Bridge,Bridge,11/8/2012,01N,P158,12.18,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,P1",30.00,1220.00,m,36600.00,3,4,4,11.00,3
P16_01N_IDC0698,Tibutory to Bloubankriver,Major Culvert,Culvert Major,10/16/2012,01N,P16,30.70,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,6.00,630.00,m3,3780.00,1,1,4,106.00,2
P16_01N_IDC0698,Tibutory to Bloubankriver,Major Culvert,Culvert Major,10/16/2012,01N,P16,30.70,6/30/2022,05. Waterway, 209. Clear siltation,BE,6.00,630.00,m3,3780.00,1,1,1,26.00,3
P16_01N_IDC0698,Tibutory to Bloubankriver,Major Culvert,Culvert Major,10/16/2012,01N,P16,30.70,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AC,12.00,1080.00,No,0.00,0,0,1,9999999.00,1
P156_03N_IDC1712,Drainage,Major Culvert,Culvert Major,10/16/2012,03N,P156,13.00,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,120.00,950.00,m,114000.00,4,4,4,4.00,3
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,6.00,630.00,No,3780.00,4,4,9,238.00,1
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,6.00,750.00,L,4500.00,4,4,4,89.00,3
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,5.00,1080.00,No,5400.00,1,1,16,296.00,1
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,11. Parapet, 456. New pedestrian parapet,S1,6.00,5090.00,m,30540.00,4,4,16,52.00,3
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,11. Parapet, 454. New endblocks,S1,1.00,15350.00,No,15350.00,4,4,16,104.00,2
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,3.00,3100.00,No,9300.00,1,1,1,11.00,3
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),"S1,S3",5.00,750.00,No,3750.00,1,1,4,107.00,2
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,4.00,630.00,m,2520.00,4,4,9,357.00,1
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,20.00,950.00,m,19000.00,4,4,9,47.00,3
P175_01N_B1878,-,Bridge,Bridge,10/27/2012,01N,P175,7.50,6/30/2022,08. Surfacing, 207. Clear debris,BU,6.00,750.00,m3,4500.00,2,4,4,89.00,3
P16_01N_C603,Magaliesriver C603,Major Culvert,Culvert Major,10/16/2012,01N,P16,26.40,6/30/2022,07. Roadway Joints, 953. Ad-hoc item (describe under Remarks),AC,6.00,1080.00,No,6480.00,1,1,0,0.00,3
P159_01N_B3792A,3792(A) Bremer Street North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.52,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,5.00,750.00,L,3750.00,1,1,1,27.00,3
P159_01N_B3792A,3792(A) Bremer Street North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.52,6/30/2022,17. Expansion Joints, 307. New multi element joint,BU,20.00,45990.00,m,919800.00,3,4,9,1.00,3
P159_01N_B3792A,3792(A) Bremer Street North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.52,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),BU,4.00,3830.00,No,15320.00,3,4,9,59.00,3
P159_01N_B3792A,3792(A) Bremer Street North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.52,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,1.00,3100.00,No,3100.00,3,4,9,290.00,1
P159_01N_B3792A,3792(A) Bremer Street North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.52,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,30.00,950.00,m,28500.00,4,4,9,32.00,3
P159_01N_B3792A,3792(A) Bremer Street North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.52,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S4,6.00,750.00,L,4500.00,1,1,1,22.00,3
P159_01N_B3788B,3788(B) over Daspoort to Mountainview Rail,Bridge,Bridge,10/5/2012,01N,P159,0.46,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",U1,1.00,750.00,m2,750.00,1,1,1,133.00,1
P159_01N_B3788B,3788(B) over Daspoort to Mountainview Rail,Bridge,Bridge,10/5/2012,01N,P159,0.46,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,2,4,1,22.00,3
P159_01N_B3788B,3788(B) over Daspoort to Mountainview Rail,Bridge,Bridge,10/5/2012,01N,P159,0.46,6/30/2022,06. Abutments, 120. Seal cracks,U1,1.00,750.00,m,750.00,1,1,1,133.00,1
P159_01N_B3788B,3788(B) over Daspoort to Mountainview Rail,Bridge,Bridge,10/5/2012,01N,P159,0.46,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,250.00,80.00,m2,20000.00,1,1,1,5.00,3
P159_01N_B3788B,3788(B) over Daspoort to Mountainview Rail,Bridge,Bridge,10/5/2012,01N,P159,0.46,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,6.00,480.00,m2,2880.00,1,1,1,35.00,3
P159_01N_B3788B,3788(B) over Daspoort to Mountainview Rail,Bridge,Bridge,10/5/2012,01N,P159,0.46,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,3.00,3100.00,No,9300.00,4,4,9,97.00,3
P159_01N_C3791,"510 Culvert, Tributary to Apies river",Major Culvert,Culvert Major,11/6/2012,01N,P159,3.25,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,3.00,750.00,m,2250.00,3,4,1,44.00,3
P156_04N_IDC1353,Drainage,Major Culvert,Culvert Major,10/16/2012,04N,P156,1.70,6/30/2022,10. Walls, 120. Seal cracks,C1,1.50,750.00,m,1125.00,3,4,1,89.00,3
P156_04N_IDC1353,Drainage,Major Culvert,Culvert Major,10/16/2012,04N,P156,1.70,6/30/2022,10. Walls, 120. Seal cracks,C1,1.50,750.00,m,1125.00,3,4,1,89.00,3
P156_04N_IDC1353,Drainage,Major Culvert,Culvert Major,10/16/2012,04N,P156,1.70,6/30/2022,10. Walls, 120. Seal cracks,C1,1.50,750.00,m,1125.00,3,4,1,89.00,3
P156_04N_IDC1353,Drainage,Major Culvert,Culvert Major,10/16/2012,04N,P156,1.70,6/30/2022,10. Walls, 120. Seal cracks,C1,1.50,750.00,m,1125.00,3,4,1,89.00,3
P158_01N_B4869A,K103 over P158-1,Bridge,Bridge,11/1/2012,01N,P158,5.60,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,4.00,750.00,L,3000.00,1,1,1,33.00,3
P158_01N_B4869A,K103 over P158-1,Bridge,Bridge,11/1/2012,01N,P158,5.60,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,U1,10.00,1220.00,m,12200.00,3,4,4,33.00,3
P158_01N_B4869A,K103 over P158-1,Bridge,Bridge,11/1/2012,01N,P158,5.60,6/30/2022,06. Abutments, 120. Seal cracks,BU,2.00,750.00,m,1500.00,1,1,1,67.00,3
P158_01N_B4869A,K103 over P158-1,Bridge,Bridge,11/1/2012,01N,P158,5.60,6/30/2022,08. Surfacing, 207. Clear debris,S1,1.00,750.00,m3,750.00,1,1,1,133.00,1
P156_03N_IDC1669,Drainage,Major Culvert,Culvert Major,10/15/2012,03N,P156,9.40,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),BE,6.00,12270.00,m3,73620.00,2,4,1,1.00,3
P156_03N_IDC1660,Drainage,Major Culvert,Culvert Major,10/15/2012,03N,P156,7.20,6/30/2022,05. Waterway, 209. Clear siltation,C1,7.00,630.00,m3,4410.00,1,1,1,23.00,3
P156_03N_IDC1660,Drainage,Major Culvert,Culvert Major,10/15/2012,03N,P156,7.20,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,E1,1.00,7640.00,No,7640.00,1,1,1,13.00,3
P16_01N_B1424,Steenkoppie Bridge 1424,Bridge,Bridge,10/9/2012,01N,P16,27.80,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,40.00,750.00,L,30000.00,3,4,9,30.00,3
P16_01N_B1424,Steenkoppie Bridge 1424,Bridge,Bridge,10/9/2012,01N,P16,27.80,6/30/2022,11. Parapet, 454. New endblocks,AS,4.00,15350.00,No,61400.00,3,4,9,15.00,3
P16_01N_B1424,Steenkoppie Bridge 1424,Bridge,Bridge,10/9/2012,01N,P16,27.80,6/30/2022,14. Piers & Columns, 120. Seal cracks,P1,5.00,750.00,m,3750.00,2,4,4,107.00,2
P16_01N_B1424,Steenkoppie Bridge 1424,Bridge,Bridge,10/9/2012,01N,P16,27.80,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,6.00,750.00,m,4500.00,2,4,4,89.00,3
P159_01N_IDC2281,P159 Ramp over tributary to Apies River,Major Culvert,Culvert Major,11/6/2012,01N,P159,3.23,6/30/2022,05. Waterway, 207. Clear debris,BE,5.00,750.00,m3,3750.00,1,1,1,27.00,3
P156_03N_IDC1656,Drainage,Major Culvert,Culvert Major,10/15/2012,03N,P156,5.30,6/30/2022,05. Waterway, 209. Clear siltation,C1,7.00,630.00,m3,4410.00,1,1,1,23.00,3
P156_03N_IDC1656,Drainage,Major Culvert,Culvert Major,10/15/2012,03N,P156,5.30,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,E2,1.00,7640.00,No,7640.00,1,1,1,13.00,3
P158_01N_B2300A,N14 NBC over Hennops River,Bridge,Bridge,11/8/2012,01N,P158,10.22,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2.00,750.00,L,1500.00,1,1,1,67.00,3
P158_01N_B2300A,N14 NBC over Hennops River,Bridge,Bridge,11/8/2012,01N,P158,10.22,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P1,40.00,150.00,m2,6000.00,1,1,1,17.00,3
P158_01N_B2300B,N14 SBC over Hennops River Bridge,Bridge,Bridge,11/8/2012,01N,P158,10.23,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P1,18.00,150.00,m2,2700.00,1,1,1,37.00,3
P158_01N_B2300B,N14 SBC over Hennops River Bridge,Bridge,Bridge,11/8/2012,01N,P158,10.23,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,2.00,3100.00,No,6200.00,3,4,9,145.00,1
P158_01N_B2300B,N14 SBC over Hennops River Bridge,Bridge,Bridge,11/8/2012,01N,P158,10.23,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,20.00,630.00,m,12600.00,3,4,9,71.00,3
P158_01N_B2300B,N14 SBC over Hennops River Bridge,Bridge,Bridge,11/8/2012,01N,P158,10.23,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",S2,2.00,750.00,m2,1500.00,1,1,4,267.00,1
P158_01N_B2300B,N14 SBC over Hennops River Bridge,Bridge,Bridge,11/8/2012,01N,P158,10.23,6/30/2022,11. Parapet, 456. New pedestrian parapet,S1,4.00,5090.00,m,20360.00,3,4,9,44.00,3
P158_01N_B2228A,M7 Eeufees Road,Bridge,Bridge,11/7/2012,01N,P158,2.30,6/30/2022,11. Parapet, 458. New/repair steel railing,"S1,S2",8.00,3100.00,m,24800.00,4,4,9,36.00,3
P158_01N_B2228A,M7 Eeufees Road,Bridge,Bridge,11/7/2012,01N,P158,2.30,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2.00,750.00,L,1500.00,3,4,9,600.00,1
P158_01N_B2228A,M7 Eeufees Road,Bridge,Bridge,11/7/2012,01N,P158,2.30,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,2.00,3100.00,No,6200.00,3,4,9,145.00,1
P158_01N_B2228A,M7 Eeufees Road,Bridge,Bridge,11/7/2012,01N,P158,2.30,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,2.00,630.00,No,1260.00,1,1,9,714.00,1
P158_01N_B2228A,M7 Eeufees Road,Bridge,Bridge,11/7/2012,01N,P158,2.30,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,U1,2.00,950.00,m2,1900.00,1,1,1,53.00,3
P156_02N_IDC1347,Drainage,Major Culvert,Culvert Major,10/14/2012,02N,P156,22.85,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E1,3.00,630.00,No,1890.00,1,1,1,53.00,3
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,2.00,480.00,m2,0.00,0,0,1,9999999.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,0.50,750.00,L,0.00,0,0,1,9999999.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,11. Parapet, 569. Replace service duct cover,AS,6.00,3100.00,No,18600.00,2,4,1,5.00,3
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,11. Parapet, 120. Seal cracks,S2,1.00,750.00,m,750.00,1,1,1,133.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,2.00,80.00,m2,160.00,1,1,1,625.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,5.00,630.00,No,3150.00,4,4,16,508.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,15.00,950.00,m,14250.00,4,4,16,112.00,2
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,2.00,3100.00,No,6200.00,4,4,16,258.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,01. Approach Embankment, 953. Ad-hoc item (describe under Remarks),U1,1.00,1080.00,No,1080.00,2,4,4,370.00,1
P156_02N_B4821,-,Bridge,Bridge,10/26/2012,02N,P156,37.30,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S4,3.00,750.00,L,2250.00,4,4,1,44.00,3
P156_03N_IDC1683,Drainage,Major Culvert,Culvert Major,10/16/2012,03N,P156,11.95,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,104.00,950.00,m,98800.00,3,4,4,4.00,3
P158_01N_B2348,Bridge at Route km 3.7,Bridge,Bridge,11/7/2012,01N,P158,3.70,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S2,2.00,750.00,m,1500.00,1,1,4,267.00,1
P158_01N_B2348,Bridge at Route km 3.7,Bridge,Bridge,11/7/2012,01N,P158,3.70,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,40.00,3100.00,m,124000.00,2,4,4,3.00,3
P158_01N_B2348,Bridge at Route km 3.7,Bridge,Bridge,11/7/2012,01N,P158,3.70,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,5.00,750.00,L,3750.00,1,1,4,107.00,2
P156_02N_IDC1322,Underpass,Major Culvert,Culvert Major,10/14/2012,02N,P156,2.80,6/30/2022,08. Guardrails, 455. New guardrail (single and double),E1,200.00,950.00,m,190000.00,1,1,4,2.00,3
P159_01N_B3792B,3792(B) Bremer Steet North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.54,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,1.00,3100.00,No,3100.00,3,4,9,290.00,1
P159_01N_B3792B,3792(B) Bremer Steet North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.54,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,30.00,950.00,m,28500.00,4,4,9,32.00,3
P159_01N_B3792B,3792(B) Bremer Steet North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.54,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,2.00,480.00,m2,960.00,1,1,1,104.00,2
P159_01N_B3792B,3792(B) Bremer Steet North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.54,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,1,1,1,22.00,3
P159_01N_B3792B,3792(B) Bremer Steet North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.54,6/30/2022,17. Expansion Joints, 307. New multi element joint,BU,20.00,45990.00,m,919800.00,3,4,9,1.00,3
P159_01N_B3792B,3792(B) Bremer Steet North over P159-1,Bridge,Bridge,10/8/2012,01N,P159,3.54,6/30/2022,17. Expansion Joints, 307. New multi element joint,BU,4.00,45990.00,m,183960.00,3,4,9,5.00,3
P156_02N_B3039,Drainage,Bridge,Bridge Cellular,10/14/2012,02N,P156,25.40,6/30/2022,05. Waterway, 209. Clear siltation,AC,48.00,630.00,m3,30240.00,1,1,0,0.00,3
P2_05N_IDC1607,PC6,Major Culvert,Culvert Major,10/25/2012,05N,P2,21.40,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E1,1.00,630.00,No,630.00,1,1,0,0.00,3
P200_01N_IDC2811,"Culvert (707), Tributary to Metsi Metsuane",Major Culvert,Culvert Major,11/26/2012,01N,P200,18.40,6/30/2022,05. Waterway, 209. Clear siltation,E2,6.00,630.00,m3,3780.00,2,4,1,26.00,3
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,06. Abutments, 120. Seal cracks,BU,8.00,750.00,m,6000.00,3,4,9,150.00,1
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,20. Decks and Slabs, 702. Traffic accommodation-Low (< 10 000 vpd),AS,0.00,137950.00,LS,0.00,1,1,4,9999999.00,1
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,2.00,4640.00,No,9280.00,1,1,4,43.00,3
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,25.00,750.00,m,18750.00,1,1,4,21.00,3
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,U1,12.00,2290.00,m,27480.00,1,1,4,15.00,3
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),P1,50.00,1080.00,No,54000.00,1,1,0,0.00,3
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,06. Abutments, 120. Seal cracks,U2,3.00,750.00,m,2250.00,1,1,9,400.00,1
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,40.00,150.00,m2,6000.00,1,1,9,150.00,1
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,3.00,3100.00,m,9300.00,1,1,4,43.00,3
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,20.00,750.00,L,15000.00,3,4,4,27.00,3
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,01. Approach Embankment, 158. Rock backfill,U1,2.00,2770.00,m3,5540.00,1,1,1,18.00,3
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,2.00,750.00,m,1500.00,1,1,1,67.00,3
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,4.00,750.00,L,0.00,0,0,1,9999999.00,1
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,2.00,3100.00,m,6200.00,1,1,4,65.00,3
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,6.00,750.00,L,0.00,0,0,1,9999999.00,1
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,2.00,480.00,m2,0.00,0,0,1,9999999.00,1
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,6.00,950.00,m,5700.00,4,4,4,70.00,3
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,5.00,630.00,No,3150.00,2,4,4,127.00,2
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,11/15/2012,01N,P206,1.60,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",AS,3.00,750.00,m2,2250.00,1,1,4,178.00,1
P200_01N_B4119,4119 Hebron Rd over P200-1,Bridge,Bridge,10/16/2012,01N,P200,13.68,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,4.00,750.00,L,3000.00,1,1,1,33.00,3
P200_01N_B4119,4119 Hebron Rd over P200-1,Bridge,Bridge,10/16/2012,01N,P200,13.68,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,12.00,950.00,m,11400.00,4,4,9,79.00,3
P200_01N_B4119,4119 Hebron Rd over P200-1,Bridge,Bridge,10/16/2012,01N,P200,13.68,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U2,2.00,630.00,No,1260.00,3,4,9,714.00,1
P206_01N_IDB2609,Pedestrian Bridge at the Wendywood Shopping Centre,Bridge,Bridge,11/21/2012,01N,P206,4.70,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,10.00,950.00,m,9500.00,3,4,9,95.00,3
